tweet_tokens,pos_tags,label
SPECIAL Conference Call tonight the 7th at 7:30 PST - 10:30 EST Featuring Doug Wead ! Doug is going to give us a ... http://t.co/ffA4KXfI,"A N N N D N P $ N , $ N V ^ ^ , ^ V V P V O D ~ U",neutral
"Somehow I managed to "" lose "" my princess leia bra on Saturday . I'm going to Noel Gallagher as "" Glock at Phish "" ie jorts&tank . @custymcnoob","R O V P , V , D N N N P ^ , L V P ^ ^ P , ^ P ^ , D N , @",neutral
"#GRASS /WOODS_FIRE - ( Lawrence County ) Bridgeport Fire dispatched to the 6th Curve into Petrolia ( trust me , if you ... http://t.co/OzPPvxap","# N , , ^ ^ , ^ ^ V P D A N P ^ , V O , P O , U",neutral
"UN chief heads to Japan as nuclear crisis simmers : UN chief Ban Ki-moon arrives in Japan on Sunday , where he pla ... http://bit.ly/rlGAOu","^ ^ V P ^ P A N N , ^ ^ ^ ^ V P ^ P ^ , R O G ~ U",neutral
@jtrojnar227 @gdisano55 that may lower his rank in the mcgeezers he will go down to the D league,@ @ O V A D N P D N O V V R P D ^ ^,objective
Bear with me for the power crisis : Jayalalithaa : Chief Minister Jayalalithaa on Wednesday asked the people of Tamil ... http://t.co/6FL1pjuL,"N P O P D N N , ^ , ^ ^ ^ P ^ V D N P ^ , U",negative
"Trying to leave , I'm only 10 minutes late ( so far ) - still need to dash to the ladies room . Can't wait to hear who is on DWTS tonight !","V P V , L A $ N A , R R , , R V P N P D N N , V V P V O V P N N ,",negative
... off to Milan ... c ya on the 19th of August in Novi Sad with Silicon Soul and Fakir !!!,", T P ^ , V O P D $ P ^ P ^ A P ^ N & ^ ,",positive
"I knw my ish !... "" Kev hart voice "" ... lol ! Happy sunday ! RT @DiMaaHhh : Lol :-p RT @Credo_Liyo : If kevin hart make u ... http://tmi.me/e7wz4","O V D N , , ^ ^ N , , ! , A N , ~ @ ~ ! E ~ @ ~ P ^ ^ V O ~ U",positive
@DanNancarrow As he was in a News Ltd town surely @billybragg had something to say about Murdoch in intro to ' Scousers Don't Buy The Sun' ?,"@ P O V P D N ^ N R @ V N P V P ^ P N P , ^ V V D ^ ,",neutral
"Postal plants to shrink , 28,000 jobs at stake : The U.S. Postal Service announced on Thursday it's moving forward ... http://t.co/1CWNuysA","A N P V , $ N P N , D ^ ^ N V P ^ L V R ~ U",neutral
"#NFL and #ESPN have as many kinks to work out as the teams -- they just flashed the "" Monday Night Football "" graphic ...","# & ^ V P A N P V T P D N , O R V D , ^ N N , A ,",positive
"@zooarchaeologis cool , come to Monday group , they would love it , we often do day trips out together , Fire Station , World Book Day and stuff !","@ A , V P ^ N , O V V O , O R V N N P R , ^ N , ^ ^ ^ & N ,",neutral
@pa9o9 Nov 25 at the San Siro . I pray we would've gotten back our rhythm before then or we'll get embarrased .,"@ ^ $ P D ^ ^ , O V O V V R D N P R & L V A ,",neutral
Work almost over with then these negros won't see my face till Monday night !,"N R R P R D N V V D N P ^ N ,",negative
"TOMORROW Venus will eclipse in front of the Sun , an important cosmic event that will prepare humanity for the ... http://t.co/7EqNqbfp","N ^ V V P N P D ^ , D A A N P V V N P D ~ U",positive
@Yo_BFKeeper Haha just like me .! We both got sent to iss on a Friday,"@ ! R P O , O O V V P V P D ^",positive
AVB Reveals Latest Plans For January : Andre Villas-Boas says he has sent scouts around the world to see if the T ... http://t.co/oGbCXlnz,"^ V A N P ^ , ^ ^ V O V V N P D N P V P D G ~ U",neutral
@ebrown2112 I am happy about the Modern Family wins tonight but definitely saddened by the FNL loss . Also so stoked for Melissa McCarthy ! :),"@ O V A P D ^ ^ V R & R V P D ^ N , R R V P ^ ^ , E",neutral
good eats on deck 2day . Volare 4 lunch . Maya del Sol 4 dinner . i was smart 2 wear black . i may look like i'm w/ child by the end of the day,"A N P N N , ^ $ N , ^ ^ ^ $ N , O V A P V A , O V V P L P N P D N P D N",positive
@stewardsfolly I think he and Sanchez should both be sat down . Time to bring back the 4-man rotation .,"@ O V O & ^ V O V V T , N P V T D $ N ,",neutral
"October is like the road to WrestleMania in reality . Halloween = Royal Rumble , Thanksgiving = Elimination Chamber , Christmas = WrestleMania .","^ V P D N P ^ P N , ^ , ^ N , ^ , N N , ^ , ^ ,",neutral
Rui En should be 1st lead . confirm . She is good eh . I like her scene with her niece and yangyang . chemistry damn good .,"^ ^ V V A N , V , O V A N , O V D N P D N & N , N R A ,",positive
"Thoughts and prayers with Pavol Demitra's family today , and the entire hockey team who perished in a plane crash today .","N & N P ^ Z N N , & D A N N O V P D N N N ,",neutral
"I had to march to get MLK day as a recognized holiday in Greenville , mind you I 16yrs old when I did it !","O V P ^ P V ^ N P D A N P ^ , V O O V A R O V O ,",neutral
Did I just see what I think I did on @SportsCenter ? Real Madrid signed a 7th old ? #wow,"V O R V O O V O V P @ , A N V D A A , #",neutral
@Michael5SOS are you coming to nz tonight or tomorrow morning ?? Waaa im so confused ):,"@ V O V P ^ N & N N , ! L R A ,",negative
The Winans singing Tomorrow . They still got it .,"D ^ V N , O R V O ,",positive
RT @TeamJorchel : Retweet if you're ready for Big Brother tonight ! #teamjorchel #bb13 #cbsbigbrother,"~ @ ~ V P L A P A N N , # # #",negative
"Track meet tomorrow South Florence , Timmonsville , and the worlds finnest West Florence #tracknation","N V N ^ ^ , ^ , & D N A ^ ^ #",positive
New Music : Bruno Mars- Young Girls : If you watched Bruno Mars on Saturday Night Live then you may have caught h ... http://t.co/mNJJs8QC,"A N , ^ ^ ^ N , P O V ^ ^ P ^ N V R O V V V G ~ U",neutral
@CJCherryh Screen shot from the 3rd ep . of THE FINDER . I think someone thought it was a romance novel : http://t.co/CayczEQI,"@ ^ N P D A N , P D N , O V N V O V D N N , U",neutral
We're excited for TRUNK OR TREAT tomorrow ( Nov 2 ) night at the Boys and Girls Club in Pottstown . It will start at ... http://t.co/63Gffmd5,"L A P N & N N , ^ $ , N P D N & N N P ^ , O V V P ~ U",positive
Italy : Also tonight Livorno host Cesena looking to end of run of 2 home defeats on the trot . Hellas in 2nd welcome lowly Lanciano tomorrow .,"^ , R R ^ N ^ V P N P V P $ N V P D N , V P $ A A N N ,",neutral
come Novemember thru January dont open your mouth about NFL,V ^ P ^ V V D N P ^,positive
$224.60 . Not a bad payoff for a 2nd race Trifecta at #DelMar . Check it out : http://t.co/dyehzvrw,"$ , R D A N P D $ N N P ^ , V O T , U",positive
@NDTVProfit 1st is how reduce clout of RELIANCE in the Govt's pricing of LPG and other fuels .,"@ A V R V N P N P D Z N P ^ & A N ,",objective
might as well go ahead and download the parade tracker app . Think a Zulu float may show up before the bus .,"V R R V R & V D N N N , V D ^ V V V T P D N ,",neutral
@o0ToucH0o we dont care about Carling Cup ! Save it for #Looserpool ! Yeah we lose also i wont be crying all night long on wednesday night !,"@ O V V P ^ ^ , V O P ^ , ! O V R O V V V D N A P ^ N ,",negative
Tiffany will be one of the MCs along with CNBlue's Yonghwa and Beast's Gikwang for SBS KPOP Super Concert on November 10 cr : ForeverJeTi,"^ V V $ P D N P P Z ^ & Z ^ P ^ ^ ^ N P ^ $ N , G",neutral
@SuperGirlonline who starts college on 15th It's like prison on independence day . thought she's just 2yrs elder den u,"@ O V N P A L P N P N N , V L R R A P O",negative
 @AmianaTyransky : Frankie : I think I'm gonna have a date with my bed tomorrow Me : same .  That's my boy,", @ ~ ^ , O V L V V D N P D N N O , A , , L D N",positive
@Dapper_Dan1988 I have plans to go to CVS before work today and get something . That may be what I get . I'm going to quarantine myself today,"@ O V N P V P ^ P N N & V N , O V V O O V , L V P V O N",objective
Westbound into the U . S . - ongoing bridge inspection- construction - may be delays - Eastbound into Canada- Trucks 20 minute delay-cars clear,"N P D O , G , , A N N N , V V V , N P ^ ^ $ N N A",neutral
EVERYBODY tryna get these Galaxy Foams .. Yall not hip that the Year Of The Dragon 2012's come out on saturday also ?? Smfh #HypeBeast,"N V V D N N , O R N P D N P D ^ Z V T P ^ R , G #",neutral
Sooo .. What you're telling me is that no one is down to get drunk as shit for the Cypress game tomorrow and talk shit to the cypress kids ?,"R , O L V O V P D N V R P V A P N P D ^ N N & V N P D N N ,",negative
#justsayin #music Jason Vernau Live @ SET Nightclub Miami February 25th 2012 : Jason Vernau is back with some swe ... http://t.co/9FQ3Y9rj,"# # ^ ^ V P N N ^ ^ $ $ , ^ ^ V R P D G ~ U",neutral
The memorial of his grace Bishop Samuel ... May he pray for us ... He was assassinated with Sadat on the 6th http://t.co/w5IXte9v,"D N P D ^ ^ ^ , V O V P O , O V V P ^ P D A U",neutral
Gabe Carimi called for his 2nd holding and 3rd in 2 games . But got lucky with offsetting calls . Its his first time facing DE Cliff Avril .,"^ ^ V P D $ V & $ P $ N , & V A P V N , L D A N V ^ ^ ^ ,",positive
So BCA doesn't have school tomorrow .... not sure how I feel about that ...,"P ^ V V N N , R A R O V P O ,",negative
" All humans are entrepreneurs  - Reid Hoffman in "" The startup of you "" http://t.co/epGAY1r0",", D N V N , , ^ ^ P , D N P O , U",negative
"Going to 3MPH : a Woman's Walk Around the ... at Chautauqua Community House on Mon , Nov 12 http://t.co/rsOCU9z7","V P $ , D S V P D , P ^ N N P ^ , ^ $ U",objective
Feet First has #PrincetonTec headlamps ! Hope to so you all at the Young Life 5k Saturday .,"N A V # N , V P V O D P D ^ ^ ^ ^ ,",neutral
"Droid Bionic is out today . If any PR reps will send one my way , I'll talk about it here there and ... http://t.co/3wvgWdn","^ ^ V P N , P D N N V V $ D N , L V P O R R & ~ U",objective
Good luck to Girls Tennis as the take on South Torrance today on 1st round CIF ! #GoLions2012,"A N P N N P D N P ^ ^ N P A N N , #",positive
@CTVNationalNews's Lloyd Robertson set to sign off tonight after 41 years as a national news anchor .,"G ^ ^ V P V T R P $ N P D A N N ,",objective
. http://t.co/iF0TObo To do tonight : See The Help in theater amanda knox,", U P V N , V D N P N ^ ^",positive
"TRIFECTA ! this friday get off your butt and come out to Halls to show some support as volleyball , soccer , and football take down the devils !","N , D ^ V T D N & V T P ^ P V D N P N , N , & N V T D N ,",neutral
This is the 1st Halloween my kids didn't go trick or treating ... Kinda sad they are TOO OLD for it now cuz I ... http://t.co/fudXcsL0,"O V D A ^ D N V V N & V , R A O V R A P O R P O ~ U",negative
"Parma's 3-1 v Roma : Biabiany was offside on the 1st pass attempt , but the ball stopped on the wet pitch and he received the ball on 2nd one !","Z $ P ^ , ^ V A P D A N V , & D N V P D A N & O V D N P A $ ,",objective
gunna snow . WC says Winter Storm Watch till 5pm tomorrow .. it was 80*F yesterday,"V N , ^ V ^ ^ V P $ N , O V $ N",objective
@WordsofColour We spoke and you didn't mention it ..! Happy birthday Queen ! Enjoy your earth day .. Long may your pioneering work continue .. x x,"@ O V & O V V O , A N N , V D N N , A V D N N V , G G",positive
I can't help but wonder while at the Washington Monument why they didn't utilize the grounds to create a huge sun dial http://t.co/9ftNKtms,O V V & V P P D ^ ^ R O V V D N P V D A N N U,neutral
Red Cross halts most Pakistan aid after beheading : The International Committee of the Red Cross said on Tuesday ... http://t.co/NyZ7fj7t,"A N V R ^ N P N , D N N P D A N V P ^ , U",neutral
RT @ollyjarvis : @MrDuncanJames great to meet the guys from Blue today at Nurburgring . A very cool bunch of guys ! Looking forward to hear ...,"~ @ ~ @ A P V D N P ^ N P ^ , D R A N P N , V R P V ~",positive
Stars Play Hollywood Icons - JANE FONDA & ALAN RICKMAN AS NANCY http://t.co/ZovWAHzB @cgendrolis we may just have to c this 2gether !,"^ ^ ^ ^ , ^ ^ & ^ ^ P ^ U @ O V R V P V O R ,",objective
RT @MaliagotMonae : my mom just told me she's getting an Ipad 2 on Friday .... I better get a Mac for Christmas .,"~ @ ~ D N R V O L V D ^ $ P ^ , O R V D ^ P ^ ,",neutral
@SortaStatuesque yep Turner House ! I Won't know my roommate Til the aug 8 .,"@ ! ^ ^ , O V V D N P D ^ $ ,",neutral
i want tickets to the Thursday Game Heat vs Knicks ( Game 3 ) hmm ...,"O V N P D ^ N ^ P ^ , N $ , ! ,",neutral
"@SSbike yep , wanted to limit it to 1 tweet ! :) impressive palmares . While I'm here , stages in Tirreno , Vuelta , Paris-Nice , Suisse , 4th Roubaix","@ ! , V P V O P $ N , E A N , P L R , N P ^ , ^ , ^ , N , A ^",neutral
Gov . Mitch Daniels is rallying Republicans with a rare appearance that may have violated h http://t.co/BzohrIp3,"^ , ^ ^ V V N P D A N P V V V G U",negative
"Creighton VB wins , 15-8 in the 5th set . Jays now 9-1 ( 1-0 in MVC ) and have HUGE match vs . Wichita State at 6 pm tomorrow .","^ ^ N , $ P D A N , ^ R $ , $ P N , & V A N P , ^ N P $ N N ,",neutral
@LoveAdamsEyes Don't get me wrong I love Bruno Mars he is amazing but that Grammy should have went to Adam for Best Pop Vocal . I mean c'mon!,"@ V V O A O V ^ ^ O V A & D N V V V P ^ P A N N , O V !",positive
April & I are having dinner in Jacksonville tomorrow night with Milford & the future Mrs. Milford ! @FlightTimeRadio #SebringLSA13,"^ & O V V N P ^ N N P ^ & D N ^ ^ , @ #",objective
going to jungle island tomorrow,V P N N N,objective
"Brad Keselowski is your winner ! Jeff Gordon finishes 2nd with Mark Martin , Jimmie Johnson and Carl Edwards rounding out the top 5 .","^ ^ V D N , ^ ^ V $ P ^ ^ , ^ ^ & ^ ^ V T D A $ ,",neutral
"@suprefan You hitting that Com Truise/Bonde Do Role show at the Echo tomorrow ? Just entered the last contest I could find , haha .","@ O V D N R V ^ N P D ^ N , R V D A N O V V , ! ,",positive
"@K0azzi88 Yea gonna watch Family Guy for a bit and try one last time in about half hour , if not i'll wait til morning i think","@ ! V V ^ ^ P D N & V $ A N P P $ N , P R L V P N O V",positive
@BrielleWatkins I think you can get them on Ticketek ? And they go on sale tomorrow .. I think ... :),"@ O V O V V O P ^ , & O V P N N , O V , E",positive
Stuck at the office tomorrow Saffers ? Missing AB's v Tonga ? Try @jedthian on streaming Alternative Rugby Commentary - ARC,"V P D N N ^ , V Z G ^ , V @ P N N N N , N",objective
Going to try & watch Act Of Valor for the 2nd time . The part I seen are pretty bad ass,"V P V & V N P N P D $ N , D N O V V R A N",negative
"Considering the size of our squad these days , we could have done without extra time ahead of another trip to Tayside on Saturday . #hmfc","V D N P D N D N , O V V V P A N R P D N P ^ P ^ , #",neutral
"iStrategies ~ PlayStation Network Maintenance Monday - If you're looking to play PSN games this upcoming Monday , you ... http://t.co/sgcrMA2v","L G ^ ^ ^ ^ , P L V P V ^ N D A ^ , O , U",negative
"And , SURPRISE SURPRISE , majority of the people , sat in the window seats , have gotten off at Murdoch . Wankers","& , N N , N P D N , V P D N N , V V T P ^ , ^",positive
Last Saturday's London Children's Book Swap went swimmingly ! see pictures here and read about it on the blog : ... http://t.co/4twug2XD,"A Z ^ Z N N V N , V N R & V P O P D N , ~ U",neutral
QB/RB threat Blake Sims may be just offensive weapon Bama needs http://tinyurl.com/3cs74vw http://fb.me/17Td2ApmL,N N ^ ^ V V R A N ^ V U U,positive
#NW True Blood can't wait til the new one comes on tomorrow,# A N V V P D A $ V P N,neutral
Mom left for Scotland today . Or Ireland ... Keep forgetting where she went to . But both places have cool accents ! I know that !,"N V P ^ N , & ^ , V V R O V P , & D N V A N , O V O ,",positive
Nasdaq follows New York Stock Exchange by announcing it will reopen tomorrow after Superstorm #Sandy kept them closed for two days,^ V ^ ^ ^ ^ P V O V V N P ^ ^ V O V P $ N,positive
"With the election right around the corner , RRFP is pleased to announce Super Tuesday ! Get an additional 5% ... http://t.co/aKR98s83","P D N R P D N , N V A P V ^ ^ , V D A $ ~ U",positive
Today for the first time I noticed how gorgeous it is when the sun comes up over the Washington Monument .,"N P D A N O V R A O V R D N V T P D ^ ^ ,",positive
Ligue 1 : Nadal watches as PSG go top : Paris St Germain went to the top of Ligue 1 on Saturday after a Kevin Game ... http://t.co/HkCIlZrW,"^ $ , ^ V P ^ V A , ^ ^ ^ V P D N P ^ $ P ^ P D ^ N , U",neutral
@wheeler_afc pls TV5 just get that sucker's leg ( rvp ) broken 4 me on saturday pls !!,"@ V ^ R V D S N , ^ , V P O P ^ ^ ,",negative
"ok .. going down to Melaka tomorrow morning , with two others .. visiting fren in ICU . :(","! , V T P ^ N N , P $ N , V N P ^ , E",negative
@akumakata kenot . Same night . Am doing Java Jazz for sure . Can always catch the Foos some other time . The jazz greats ? Not likely .,"@ ! , A N , V V ^ ^ P A , V R V D N D A N , D N N , R A ,",negative
"RT @Dynamomagician : I saw Kayvan Novak tonight aka Phonejacker aka the guy from the film Four Lions . 1st thing I said to him was "" Rubber ...","~ @ ~ O V ^ ^ N G ^ G D N P D N $ ^ , A N O V P O V , N ,",neutral
RT @AllThingsPLL : Lucy Hale is trending worldwide ! The girls from #PrettyLittleLiars are getting some love from the fans tonight . Congra ...,"~ @ ~ ^ ^ V V A , D N P ^ V V D N P D N N , ! ,",positive
All black tonight . 1st Carroll & Richwood game ...,"D A N , A ^ & ^ N ,",objective
Harris English hit a dude in the top of the head on his 1st tee shot of the day !! #wow,"^ ^ V D N P D N P D N P D A N N P D N , #",negative
centre for social justice report on Gangs - one year after the riots . http://t.co/A6gtlVQI #d policy may have exacerbated problems .,"N P A N N P N , $ N P D N , U # N V V V N ,",negative
"For second time , Eagles make stop -- and commit a penalty . PI on Kendricks gives Atl another 1st down . Groundhog Day lives .","P A N , ^ V V , & V D N , ^ P ^ V ^ D A N , ^ N V ,",neutral
Topic on the morning news : Does Detroit need a white mayor ....... pause .... wtf ?!?!,"N P D N N , V ^ V D A N , V , ! ,",negative
RW @WireShire US : Sen John McCain called Monday for US to begin another war with airstrikes on Syria - Breaking News Buzz,"G @ ^ , ^ ^ ^ V ^ P ^ P V D N P N P ^ , V ^ ^",objective
Last day in Jeddah . Will be in Brunei tomorrow night . And then Surabaya the following night . And then Bali the night after that . Whee !,"A N P ^ , V V P ^ N N , & R ^ D N N , & R ^ D N P O , ! ,",neutral
"About India : Auto production may end FY13 with 6% growth : CMIE - Mumbai : Automobile production , which took a ... http://t.co/2zocdLkd","P ^ , A N V V $ P $ N , ^ , ^ , A N , D V D ~ U",positive
@_TweetinAssNupe well when you get off come on and tomorrow you have to be @ the murphy center tomorrow @ 11 am !! be on time please,"@ ! R O V T V P & N O V P V P D ^ N N P $ V , V P N V",neutral
A1 Live in Cebu at the Waterfront Cebu Hotel and Casino on November 23 http://t.co/BL41iSUa #CebuFinest,^ V P ^ P D N ^ ^ & N P ^ $ U #,positive
I've read two very different article about Christianity and horror films today . http://t.co/8hTYK83n http://t.co/1C6oyuQ5 #halloween #weird,"L V $ R A N P ^ & N N N , U U # #",objective
"Friday , October 19th - Talib Kweli : Idle Warship with Res at the Adrienne Arsht Center ! http://t.co/LJ94Bofa","^ , ^ $ , ^ ^ , A N P ^ P D ^ ^ ^ , U",objective
"@Hoyatic_Kay oh hahaha they post it once everyday . So , don't worry they'll post Hoya's pict tomorrow ~","@ ! ! O V O R N , R , V V L V Z N N G",neutral
@EleanorC_Crew get well soon Tressa ! have a nice day tomorrow :)),"@ V R R ^ , V D A N N E",positive
RT @theQuietus : PJ Harvey to play the Royal Albert Hall for the first time this October http://bit.ly/qdofVB,~ @ ~ ^ ^ P V D ^ ^ ^ P D A N D ^ U,objective
"NTA viewers 7:00 am on other tues 10,000 the viewers on this tues 7:00 50 , 000000","^ N $ V P A N $ D N P D ^ $ $ , $",objective
who is going to hammond friday or today,O V V P ^ ^ & N,negative
"@QuietusCyn @ShatteredYuuki Yeah , It's on netflix I think now . I still like the futuristic and action concepts even today .","@ @ ! , L P ^ O V R , O R P D A & N N R N ,",positive
@multiplexer How does it compare to Diablo III ( regardless of how fair that comparison may be) ?,"@ R V O V P ^ ^ , N P R A P N V V ,",neutral
K Im done lookin at Nicki Minaj's titties for 2nite .. Found someone to skype with ! Smiles for those late night Skype sessions . GOD BLESS WOMEN,"^ L V V P ^ Z N P N , V N P ^ P , V P D A N ^ N , ^ V N",negative
Who's going to A$AP Rocky on Sunday at House Of Blues ?,"L V P ^ ^ P ^ P ^ P ^ ,",objective
I think my mom might buy me the box set bc i've been bugging her about MSG and i told her i'd give her $30 if she got it before november 14,O V D N V V O D N V P L V V O P N & O V O L V D $ P O V O P ^ $,neutral
Breezin ' won the Best Pop Instrumental Performance at the 19th Grammy Awards,"V , V D A N N N P D A N N",positive
RT @DuaneBrown76 : RT @DerrickWard32 : Monday Night FOotball vs the JETS 1st game of the year lets see what we are made of . Road to Indy f ...,"~ @ ~ ~ @ ~ ^ N N P D ^ A N P D N L V O O V V P , N P ^ G ~",positive
Jeremy Lin was a +23 for Rockets in his debut . That's the 2nd-best plus-minus for him in any game in his career .,"^ ^ V D $ P ^ P D N , L D $ & P O P D N P D N ,",positive
@MarkUkLeaf I just had a look and it seems Nash to Davos is a done deal along with Joe Thornton . I may have to pay a visit ...,"@ O R V D N & O V ^ P ^ V D A N P P ^ ^ , O V V P V D N ,",neutral
"7 of the top 10 Search Engine referrals for TVE today are Mike & Molly related , thanks to Melissa McCarthy's win at the #Emmys !","$ P D A $ N N N P ^ N V ^ & ^ A , N P ^ Z V P D ^ ,",neutral
Glad im going to Greenville tomorrow night tho,A L V P ^ N N R,positive
@thecivilwars Just another reminder of my request for you guys to sing kingdom come on Thursday ... And Safe and Sound ;),"@ R D N P D N P O N P V N V P ^ , & A & V E",positive
Tonight was just a preview of what Bob Jones will do to Austin at tomorrow's vball game . VBC . Noon . #BeThere #BJP,"N V R D N P O ^ ^ V V P ^ P S N N , N , ^ , # #",neutral
Sprint offers to buy stake in Clearwire : Sprint Nextel Corp . said Thursday that it had offered t ... http://t.co/oFppGJgd #WashingtonNews,"^ V P V N P ^ , ^ ^ N , V ^ P O V V G ~ U #",neutral
Nicki Minaj Kissing Lil Wayne ! Caught Red Handed at the NBA All-Star Game ( Exclusive Photos/Video ) http://t.co/NuRX33dx,"^ ^ V ^ ^ , V A V P D ^ ^ N , A N , U",neutral
"DHS College Connection Night - Monday , 10/22 - 6:00 , All Purpose Room ! Learn about FAFSA , Grants , Work Study and Loan Programs .","^ ^ N N , ^ , $ , $ , D N N , V P ^ , N , N N & N N ,",neutral
@Boro 3rd in table and look good a great performance today . Lets drag that to the Mackems on Tuesday ! #UTB,"@ $ P N & V A D A N N , L V O P D ^ P ^ , #",positive
"RT @gabrielst : The only dirty bombs on Sunday will be the ones launched by Mark "" Dirty "" Sanchez and the Jets as they pummel Romo's Homos ...","~ @ ~ D R A N P ^ V V D N V P ^ , A , ^ & D ^ P O V Z N ,",neutral
"Real Madrid coach Jose Mourinho faces further selection dilemmas ahead of Sunday's La Liga trip to Real Mallorca , with Sami Khedi ... #fb","A ^ N ^ ^ V A N N R P Z ^ ^ N P A ^ , P ^ ^ , #",positive
"6 - Louis Saha is going to play for his 6th Premier League club , only Marcus Bent , Andy Cole & Wayne Routledge have played for more . Travel .","$ , ^ ^ V V P V P D A ^ ^ N , R ^ ^ , ^ ^ & ^ ^ V V P A , N ,",neutral
"RT @adamschefter : .......... so far , WR Titus Young is the only one of the Lions top three picks in April still standing . <<< -______-","~ @ ~ , R R , ^ ^ ^ V D A $ P D ^ A $ V P ^ R V , ~ E",positive
Think I might go to the Colts game tomorrow,V O V V P D ^ N N,neutral
"Harden got 25pts in the 3rd . Damn , maybe Lin and Harden can get my Rockets to the playoffs .","^ V $ P D A , ! , R ^ & ^ V V D N P D N ,",neutral
We are excited to announce our next Day on the Green on Sunday January 27th - Australia Day Long Weekend ! We are ... http://t.co/P8BNE6NV,"O V A P V D A N P D A P ^ ^ $ , ^ N A N , O V ~ U",positive
My soup just blew up in the microwave and exploded everywhere . So far today has been a bigger bitch than Madonna is to hydrangeas .,"D N R V T P D N & V R , R R N V V D A N P ^ V P N ,",positive
Bowling comes to Downtown Disney ! Splitsville is scheduled to open in December . Check out how the construction ... http://t.co/5ETzbLPS,"V V P ^ ^ , ^ V V P V P ^ , V T R D N , U",objective
Also happening tonight : Nina Burleigh on the trials of Amanda Knox . At the New York City Bar Association . Details here : http://t.co/Eogh4lw8,"R V N , ^ ^ P D N P ^ ^ , P D ^ ^ ^ ^ N , N R , U",neutral
BJP members walk out from JPC meeting on 2G : Bharatiya Janata Party ( BJP ) members on Tuesday walked out of the p ... http://t.co/pOvV7bds,"^ N V T P ^ N P ^ , ^ ^ N , ^ , N P ^ V P P D G ~ U",positive
Chigozie Agbim and Chibuzor Okonkwo left the shores of Nigeria on Sunday morning to team up with the Super Eagles ahead of Tuesday's intern,^ ^ & ^ ^ V D N P ^ P ^ N P V T P D ^ ^ R P Z N,neutral
"Fuck you , band that covered it on Friday night , and fuck you Ricky Martin for existing in the first place you big jerk .","V O , N P V O P ^ N , & V O ^ ^ P V P D A N O A N ,",negative
"@mebebree from december 26th to january 26th . NYC until the 1st , NC and then FL .","@ P ^ $ P ^ $ , ^ P D A , ^ & R ^ ,",objective
@R2KenBruce thank you for the @team_barrowman Friday Night is Music Night Trailer .... makes me smile and excited every time,"@ V O P D @ ^ N V N N N , V O V & V D N",neutral
@JennetteMcHevan I have studied all day but tomorrow I'm going out with friends ! :D Omg Jennette did ?!!!! I'm gonna look ! <3,"@ O V V D N & N L V T P N , E ! ^ V , L V V , E",positive
@QueEstoy_LOCO it's okay we gone finish off the Spurs tomorrow,@ L A O V V T D N N,negative
Headed to McAdory High to speak to the football team . Get these boys ready so they can straight boom on Brookwood tomorrow night #LehGo,"V P ^ ^ P V P D N N , V D N A P O V A N P ^ N N #",negative
You may want to plan on getting a cup of coffee at Winans this Saturday ! http://t.co/sq4yW0yr,"O V V P V P V D N P N P ^ D ^ , U",objective
@thedylanholland you should totally come and perform in Houston and while your at it come and visit the Houston Rodeo in March :),@ O V R V & V P ^ & P D P O V & V D ^ N P ^ E,neutral
I've just been invited to speak at the World Economic Forum in Davos ( @davos ) this January . Thrilled and honored . http://t.co/h0aq8cZ6,"L R V V P V P D ^ ^ ^ P ^ , @ , D ^ , V & V , U",positive
"@HockeyyInsiderr "" @OilersNow : Gagner's agent says talks continue , will have hearing on Friday if no deal "" MSM just proved you're #clueless !","@ , @ ~ Z N V N V , V V V P ^ P D N , ^ R V L # ,",negative
"Why horrible why does the Rugby World Cup have to be here in October ? I'm gonna be battling my bday , Soul Punk and people running in circles","R A R V D ^ ^ ^ V P V R P ^ , L V V V D N , N N & N V P N",negative
Calling all reality TV fans : We're inviting LI reality TV stars to join a Google+ Hangout on Sunday and you can too . http://t.co/WzO0bhVm,"V D N N N , L V ^ N N N P V D ^ V P ^ & O V R , U",objective
"Axl Rose is trending worldwide just because he sat his butt on a chair to talk on live tv and drink water out of a mug . Bow down , peasants .","^ ^ V V A R P O V D N P D N P V P A N & V N P P D N , V T , N ,",negative
Tennessee game Saturday with @King_Gunter :),^ N ^ P @ E,objective
The re-release of ' In Desolate Times ' is available WORLDWIDE TODAY ! Including BONUS TRACKS . Grab a copy and let us know what you think !,"D N P , P A N , V A A N , V N N , V D N & V O V O O V ,",negative
WOW !!! OMG Today for my 21st birthday I woke up and @jennettemccurdy follows me ! I knew this day would come ! Thanks Jennette ! <3,"! , ! N P D A N O V T & @ V O , O V D N V V , N ^ , E",positive
"Who wants to go see @USAEaglesRugby beat Canada's Rugby team tonight in Glendale , CO ? Send them off to the Rugby World Cup the right way ?","O V P V V @ V Z ^ N R P ^ , ^ , V O R P D ^ ^ ^ D A N ,",positive
realizing tomorrow is Friday >>> then realizing you have Bellamy first thing in the morning <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<,V N V ^ G R V O V ^ A N P D N G,objective
"The MetLife blimp was flying over Starkville , MS today . Probably getting ready for the MSU game Saturday .","D ^ ^ V V P ^ , ^ N , R V A P D ^ N ^ ,",neutral
